region,adm1_pcode,adm1_name,adm2_pcode,adm2_name,pop_type,strata_id,n_pop,N_hh,n_hex,selection_type,certainty_stratum,excluded_infeasible,clusters_target_stage1,achieved_clusters,m_used,ICC,DEFF,expected_households_stage1,target_sample,achieved_sample,confidence_level_pct,target_moe_pct,projected_moe_pct,realized_moe_pct,coverage_status,exclusion_reason,partners_covering
NE,NG036,Yobe,NG036001,Bade,non_idp,non_idp_NG036001,188139.3825302124,31356.5637550354,71,pps,FALSE,FALSE,17,8,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,NRC
NE,NG036,Yobe,NG036002,Bursari,non_idp,non_idp_NG036002,263324.2084350586,43887.368072509766,246,pps,FALSE,FALSE,17,20,6,0.06,1.3,102,102,111,90,10,NA,8.889196179358587,covered,none,FACT
NE,NG036,Yobe,NG036003,Damaturu,non_idp,non_idp_NG036003,472767.0487213135,78794.50812021892,155,pps,FALSE,FALSE,17,10,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,NRC
NE,NG036,Yobe,NG036004,Fika,non_idp,non_idp_NG036004,226170.173286438,37695.028881073,149,pps,FALSE,FALSE,17,15,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,FACT
NE,NG036,Yobe,NG036005,Fune,non_idp,non_idp_NG036005,479309.1031074524,79884.85051790874,348,pps,FALSE,FALSE,17,16,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,FACT
NE,NG036,Yobe,NG036006,Geidam,non_idp,non_idp_NG036006,304823.92838668823,50803.98806444803,249,pps,FALSE,FALSE,17,18,6,0.06,1.3,102,102,120,90,10,NA,8.550058295954193,covered,none,FACT
NE,NG036,Yobe,NG036007,Gujba,non_idp,non_idp_NG036007,202209.0013885498,33701.500231424965,210,pps,FALSE,FALSE,17,15,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,NRC
NE,NG036,Yobe,NG036008,Gulani,non_idp,non_idp_NG036008,209589.52132034305,34931.58688672384,140,pps,FALSE,FALSE,17,17,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,FACT
NE,NG036,Yobe,NG036009,Jakusko,non_idp,non_idp_NG036009,298985.25082588196,49830.875137646995,231,pps,FALSE,FALSE,17,17,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,FACT
NE,NG036,Yobe,NG036010,Karasuwa,non_idp,non_idp_NG036010,139192.0453300476,23198.6742216746,99,pps,FALSE,FALSE,17,17,6,0.06,1.3,102,102,102,90,10,NA,9.26,covered,none,FACT
NE,NG036,Yobe,NG036011,Machina,non_idp,non_idp_NG036011,10672.273918151855,1778.7123196919758,16,pps,FALSE,FALSE,16,11,6,0.06,1.3,96,96,96,90,10,NA,9.31,covered,none,FACT
NE,NG036,Yobe,NG036012,Nangere,non_idp,non_idp_NG036012,200030.41593933103,33338.402656555176,82,pps,FALSE,FALSE,17,17,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,FACT
NE,NG036,Yobe,NG036013,Nguru,non_idp,non_idp_NG036013,202938.7126464844,33823.11877441406,55,pps,FALSE,FALSE,17,10,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,FACT
NE,NG036,Yobe,NG036014,Potiskum,non_idp,non_idp_NG036014,504638.78034973145,84106.4633916219,46,pps,FALSE,FALSE,17,7,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,FACT
NE,NG036,Yobe,NG036015,Tarmua,non_idp,non_idp_NG036015,227214.20594596863,37869.0343243281,264,pps,FALSE,FALSE,17,17,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,FACT
NE,NG036,Yobe,NG036016,Yunusari,non_idp,non_idp_NG036016,117792.81175231934,19632.135292053223,117,pps,FALSE,FALSE,17,17,6,0.06,1.3,102,102,102,90,10,NA,9.26,covered,none,FACT
NE,NG036,Yobe,NG036017,Yusufari,non_idp,non_idp_NG036017,135899.5456943512,22649.924282391865,131,pps,FALSE,FALSE,17,16,6,0.06,1.3,102,102,102,90,10,NA,9.26,covered,none,FACT
NW,NG037,Zamfara,NG037001,Anka,non_idp,non_idp_NG037001,200352.65575790405,33392.10929298401,155,pps,FALSE,FALSE,17,15,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,Solidarités
NW,NG037,Zamfara,NG037002,Bakura,non_idp,non_idp_NG037002,196902.7807159424,32817.13011932373,85,pps,FALSE,FALSE,17,20,6,0.06,1.3,102,102,132,90,10,NA,8.145418417847129,covered,none,FACT
NW,NG037,Zamfara,NG037003,Birnin Magaji,non_idp,non_idp_NG037003,191211.05641555783,31868.509402592976,82,pps,FALSE,FALSE,17,25,6,0.06,1.3,102,102,148,90,10,NA,7.690137318281645,covered,none,FACT
NW,NG037,Zamfara,NG037004,Bukkuyum,non_idp,non_idp_NG037004,305631.4310874939,50938.57184791565,195,pps,FALSE,FALSE,17,17,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,FACT
NW,NG037,Zamfara,NG037005,Bungudu,non_idp,non_idp_NG037005,560902.1705169678,93483.6950861613,148,pps,FALSE,FALSE,17,22,6,0.06,1.3,102,102,132,90,10,NA,8.15600462861779,covered,none,Save the Children
NW,NG037,Zamfara,NG037006,Gummi,non_idp,non_idp_NG037006,308549.54081344604,51424.92346890768,148,pps,FALSE,FALSE,17,16,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,FACT
NW,NG037,Zamfara,NG037007,Gusau,non_idp,non_idp_NG037007,982546.9675827026,163757.82793045044,164,pps,FALSE,FALSE,17,13,6,0.06,1.3,102,102,114,90,10,NA,8.77943601393365,covered,none,INTERSOS
NW,NG037,Zamfara,NG037008,Kaura Namoda,non_idp,non_idp_NG037008,401074.020401001,66845.6700668335,62,pps,FALSE,FALSE,17,14,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,DRC
NW,NG037,Zamfara,NG037009,Maradun,non_idp,non_idp_NG037009,249163.37823486328,41527.22970581055,151,pps,FALSE,FALSE,17,25,6,0.06,1.3,102,102,156,90,10,NA,7.493670655746926,covered,none,FACT
NW,NG037,Zamfara,NG037010,Maru,non_idp,non_idp_NG037010,529380.8751220703,88230.14585367839,407,pps,FALSE,FALSE,17,34,6,0.06,1.3,102,102,191,90,10,NA,6.777727851149286,covered,none,INTERSOS
NW,NG037,Zamfara,NG037012,Talata Mafara,non_idp,non_idp_NG037012,342105.08012771606,57017.51335461935,95,pps,FALSE,FALSE,17,13,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,FACT
NW,NG037,Zamfara,NG037013,Tsafe,non_idp,non_idp_NG037013,356904.43032073975,59484.07172012329,117,pps,FALSE,FALSE,17,15,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,IRC
NE,NG002,Adamawa,NG002001,Demsa,idp,idp_NG002001,20573,3420,15,pps,FALSE,FALSE,17,13,6,0.06,1.3,102,102,132,90,10,NA,8.003838661775033,covered,none,FACT
NE,NG002,Adamawa,NG002002,Fufore,idp,idp_NG002002,9949,1605,13,pps,FALSE,FALSE,16,8,6,0.06,1.3,96,96,96,90,10,NA,9.28,covered,none,FACT
NE,NG002,Adamawa,NG002003,Ganye,idp,idp_NG002003,1176,195,5,pps,FALSE,FALSE,13,4,6,0.06,1.3,78,78,78,90,10,NA,8.25,covered,none,FACT
NE,NG002,Adamawa,NG002004,Gombi,idp,idp_NG002004,6841,1452,15,pps,FALSE,FALSE,16,10,6,0.06,1.3,96,96,96,90,10,NA,9.25,covered,none,NRC
NE,NG002,Adamawa,NG002005,Girei,idp,idp_NG002005,18151,3863,16,pps,FALSE,FALSE,17,11,6,0.06,1.3,102,102,102,90,10,NA,9.16,covered,none,FACT
NE,NG002,Adamawa,NG002006,Guyuk,idp,idp_NG002006,4308,718,9,pps,FALSE,FALSE,16,8,6,0.06,1.3,96,96,96,90,10,NA,8.91,covered,none,FACT
NE,NG002,Adamawa,NG002007,Hong,idp,idp_NG002007,10164,1781,28,pps,FALSE,FALSE,16,12,6,0.06,1.3,96,96,96,90,10,NA,9.31,covered,none,NRC
NE,NG002,Adamawa,NG002008,Jada,idp,idp_NG002008,960,160,3,pps,FALSE,FALSE,11,3,6,0.06,1.3,66,66,66,90,10,NA,8.87,covered,none,FACT
NE,NG002,Adamawa,NG002009,Lamurde,idp,idp_NG002009,5376,896,11,pps,FALSE,FALSE,16,9,6,0.06,1.3,96,96,96,90,10,NA,9.05,covered,none,NRC
NE,NG002,Adamawa,NG002010,Madagali,idp,idp_NG002010,14760,3088,17,pps,FALSE,FALSE,17,11,6,0.06,1.3,102,102,102,90,10,NA,9.13,covered,none,Street Child of Nigeria
NE,NG002,Adamawa,NG002011,Maiha,idp,idp_NG002011,9628,1096,10,pps,FALSE,FALSE,16,10,6,0.06,1.3,96,96,96,90,10,NA,9.15,covered,none,NRC
NE,NG002,Adamawa,NG002012,Mayo-Belwa,idp,idp_NG002012,1748,321,5,pps,FALSE,FALSE,14,5,6,0.06,1.3,84,84,84,90,10,NA,8.8,covered,none,FACT
NE,NG002,Adamawa,NG002013,Michika,idp,idp_NG002013,3253,920,12,pps,FALSE,FALSE,16,8,6,0.06,1.3,96,96,96,90,10,NA,9.06,covered,none,NRC
NE,NG002,Adamawa,NG002014,Mubi North,idp,idp_NG002014,10337,2051,7,pps,FALSE,FALSE,17,6,6,0.06,1.3,102,102,102,90,10,NA,9.05,covered,none,NRC
NE,NG002,Adamawa,NG002015,Mubi South,idp,idp_NG002015,9946,1865,8,pps,FALSE,FALSE,17,5,6,0.06,1.3,102,102,102,90,10,NA,9.03,covered,none,NRC
NE,NG002,Adamawa,NG002016,Numan,idp,idp_NG002016,25858,3719,8,pps,FALSE,FALSE,17,8,6,0.06,1.3,102,102,102,90,10,NA,9.16,covered,none,NRC
NE,NG002,Adamawa,NG002017,Shelleng,idp,idp_NG002017,10686,1781,11,pps,FALSE,FALSE,16,7,6,0.06,1.3,96,96,96,90,10,NA,9.31,covered,none,FACT
NE,NG002,Adamawa,NG002018,Song,idp,idp_NG002018,5180,1216,12,pps,FALSE,FALSE,16,11,6,0.06,1.3,96,96,96,90,10,NA,9.19,covered,none,FACT
NE,NG002,Adamawa,NG002019,Toungo,idp,idp_NG002019,460,76,2,pps,FALSE,FALSE,8,2,6,0.06,1.3,48,48,48,90,10,NA,8.27,covered,none,FACT
NE,NG002,Adamawa,NG002020,Yola North,idp,idp_NG002020,11666,2544,6,pps,FALSE,FALSE,17,6,6,0.06,1.3,102,102,102,90,10,NA,9.1,covered,none,NRC
NE,NG002,Adamawa,NG002021,Yola South,idp,idp_NG002021,18746,3305,13,pps,FALSE,FALSE,17,11,6,0.06,1.3,102,102,102,90,10,NA,9.14,covered,none,NRC
NC,NG007,Benue,NG007002,Agatu,idp,idp_NG007002,27830,4892,13,pps,FALSE,FALSE,17,7,6,0.06,1.3,102,102,102,90,10,NA,9.19,covered,none,CRS
NC,NG007,Benue,NG007006,Guma,idp,idp_NG007006,111309,22077,19,pps,FALSE,FALSE,17,9,6,0.06,1.3,102,102,102,90,10,NA,9.26,covered,none,COOPI
NC,NG007,Benue,NG007008,Gwer West,idp,idp_NG007008,50655,11197,9,pps,FALSE,FALSE,17,6,6,0.06,1.3,102,102,102,90,10,NA,9.24,covered,none,CRS
NC,NG007,Benue,NG007011,Kwande,idp,idp_NG007011,13591,2247,9,pps,FALSE,FALSE,17,7,6,0.06,1.3,102,102,102,90,10,NA,9.07,covered,none,Save the Children
NC,NG007,Benue,NG007012,Logo,idp,idp_NG007012,34214,5984,8,pps,FALSE,FALSE,17,8,6,0.06,1.3,102,102,102,90,10,NA,9.21,covered,none,CRS
NC,NG007,Benue,NG007013,Makurdi,idp,idp_NG007013,54792,13570,17,pps,FALSE,FALSE,17,11,6,0.06,1.3,102,102,102,90,10,NA,9.25,covered,none,Malteser
NE,NG008,Borno,NG008002,Askira/Uba,idp,idp_NG008002,12762,2127,12,pps,FALSE,FALSE,17,9,6,0.06,1.3,102,102,102,90,10,NA,9.06,covered,none,FACT
NE,NG008,Borno,NG008003,Bama,idp,idp_NG008003,111144,36244,3,pps,FALSE,FALSE,17,1,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,PLAN
NE,NG008,Borno,NG008004,Bayo,idp,idp_NG008004,549,93,9,pps,FALSE,FALSE,9,8,6,0.06,1.3,54,54,54,90,10,NA,8.31,covered,none,FACT
NE,NG008,Borno,NG008005,Biu,idp,idp_NG008005,52751,7195,13,pps,FALSE,FALSE,17,8,6,0.06,1.3,102,102,102,90,10,NA,9.22,covered,none,FACT
NE,NG008,Borno,NG008006,Chibok,idp,idp_NG008006,18091,3653,26,pps,FALSE,FALSE,17,13,6,0.06,1.3,102,102,114,90,10,NA,8.645525747192853,covered,none,IMC
NE,NG008,Borno,NG008007,Damboa,idp,idp_NG008007,114070,25722,14,pps,FALSE,FALSE,17,10,6,0.06,1.3,102,102,114,90,10,NA,8.763153467545594,covered,none,IMC
NE,NG008,Borno,NG008008,Dikwa,idp,idp_NG008008,109091,21741,3,pps,FALSE,FALSE,17,3,6,0.06,1.3,102,102,102,90,10,NA,9.26,covered,none,Street Child of Nigeria
NE,NG008,Borno,NG008009,Gubio,idp,idp_NG008009,12890,2896,2,pps,FALSE,FALSE,17,2,6,0.06,1.3,102,102,102,90,10,NA,9.12,covered,none,FACT
NE,NG008,Borno,NG008011,Gwoza,idp,idp_NG008011,161897,31273,3,pps,FALSE,FALSE,17,2,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,NRC
NE,NG008,Borno,NG008012,Hawul,idp,idp_NG008012,23289,4172,15,pps,FALSE,FALSE,17,9,6,0.06,1.3,102,102,102,90,10,NA,9.17,covered,none,FACT
NE,NG008,Borno,NG008013,Jere,idp,idp_NG008013,262084,57906,22,pps,FALSE,FALSE,17,11,6,0.06,1.3,102,102,102,90,10,NA,9.28,covered,none,NRC
NE,NG008,Borno,NG008014,Kaga,idp,idp_NG008014,24885,4701,5,pps,FALSE,FALSE,17,3,6,0.06,1.3,102,102,102,90,10,NA,9.18,covered,none,FACT
NE,NG008,Borno,NG008015,Kala/Balge,idp,idp_NG008015,41059,10983,2,pps,FALSE,FALSE,17,2,6,0.06,1.3,102,102,102,90,10,NA,9.24,covered,none,PLAN
NE,NG008,Borno,NG008016,Konduga,idp,idp_NG008016,73818,14702,14,pps,FALSE,FALSE,17,7,6,0.06,1.3,102,102,102,90,10,NA,9.25,covered,none,NRC
NE,NG008,Borno,NG008018,Kwaya Kusar,idp,idp_NG008018,5722,709,13,pps,FALSE,FALSE,16,12,6,0.06,1.3,96,96,96,90,10,NA,8.91,covered,none,FACT
NE,NG008,Borno,NG008019,Mafa,idp,idp_NG008019,42100,8276,2,pps,FALSE,FALSE,17,2,6,0.06,1.3,102,102,102,90,10,NA,9.23,covered,none,FHI 360
NE,NG008,Borno,NG008020,Magumeri,idp,idp_NG008020,38166,7621,3,pps,FALSE,FALSE,17,3,6,0.06,1.3,102,102,102,90,10,NA,9.22,covered,none,INTERSOS
NE,NG008,Borno,NG008021,Maiduguri,idp,idp_NG008021,196014,35641,10,pps,FALSE,FALSE,17,7,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,INTERSOS
NE,NG008,Borno,NG008024,Monguno,idp,idp_NG008024,146298,41540,5,pps,FALSE,FALSE,17,3,6,0.06,1.3,102,102,102,90,10,NA,9.27,covered,none,Street Child of Nigeria
NE,NG008,Borno,NG008025,Ngala,idp,idp_NG008025,47965,11326,2,pps,FALSE,FALSE,17,2,6,0.06,1.3,102,102,102,90,10,NA,9.24,covered,none,CARE
NE,NG008,Borno,NG008027,Shani,idp,idp_NG008027,2703,407,11,pps,FALSE,FALSE,15,9,6,0.06,1.3,90,90,90,90,10,NA,8.73,covered,none,FACT
NW,NG019,Kaduna,NG019007,Jema'a,idp,idp_NG019007,2447,440,4,pps,FALSE,FALSE,15,4,6,0.06,1.3,90,90,90,90,10,NA,8.83,covered,none,COOPI
NW,NG019,Kaduna,NG019023,Zaria,idp,idp_NG019023,556,121,4,pps,FALSE,FALSE,10,4,6,0.06,1.3,60,60,60,90,10,NA,8.63,covered,none,COOPI
NW,NG021,Katsina,NG021001,Bakori,idp,idp_NG021001,3168,436,3,pps,FALSE,FALSE,15,4,6,0.06,1.3,90,90,102,90,10,NA,8.13574740470926,covered,none,FACT
NW,NG021,Katsina,NG021002,Batagarawa,idp,idp_NG021002,9661,1351,11,pps,FALSE,FALSE,16,8,6,0.06,1.3,96,96,96,90,10,NA,9.23,covered,none,IRC
NW,NG021,Katsina,NG021005,Bindawa,idp,idp_NG021005,3376,481,9,pps,FALSE,FALSE,15,9,6,0.06,1.3,90,90,90,90,10,NA,8.92,covered,none,FACT
NW,NG021,Katsina,NG021006,Charanchi,idp,idp_NG021006,4004,598,5,pps,FALSE,FALSE,15,5,6,0.06,1.3,90,90,90,90,10,NA,9.12,covered,none,CARE
NW,NG021,Katsina,NG021007,Dan Musa,idp,idp_NG021007,24005,3685,10,pps,FALSE,FALSE,17,10,6,0.06,1.3,102,102,108,90,10,NA,8.891125057990457,covered,none,FACT
NW,NG021,Katsina,NG021008,Dandume,idp,idp_NG021008,2142,306,2,pps,FALSE,FALSE,14,2,6,0.06,1.3,84,84,84,90,10,NA,8.73,covered,none,FACT
NW,NG021,Katsina,NG021009,Danja,idp,idp_NG021009,1728,223,5,pps,FALSE,FALSE,13,5,6,0.06,1.3,78,78,78,90,10,NA,8.58,covered,none,FACT
NW,NG021,Katsina,NG021011,Dutsi,idp,idp_NG021011,1240,185,3,pps,FALSE,FALSE,11,3,6,0.06,1.3,66,66,66,90,10,NA,9.28,covered,none,FACT
NW,NG021,Katsina,NG021012,Dutsin-Ma,idp,idp_NG021012,9291,1229,4,pps,FALSE,FALSE,16,4,6,0.06,1.3,96,96,114,90,10,NA,8.368637610807019,covered,none,FACT
NW,NG021,Katsina,NG021013,Faskari,idp,idp_NG021013,7533,941,6,pps,FALSE,FALSE,16,6,6,0.06,1.3,96,96,96,90,10,NA,9.07,covered,none,FACT
NW,NG021,Katsina,NG021014,Funtua,idp,idp_NG021014,9787,1317,2,pps,FALSE,FALSE,16,2,6,0.06,1.3,96,96,102,90,10,NA,8.921318527444653,covered,none,FACT
NW,NG021,Katsina,NG021015,Ingawa,idp,idp_NG021015,292,45,1,pps,FALSE,FALSE,6,1,6,0.06,1.3,36,36,36,90,10,NA,7.07,covered,none,FACT
NW,NG021,Katsina,NG021017,Kafur,idp,idp_NG021017,4771,623,5,pps,FALSE,FALSE,15,5,6,0.06,1.3,90,90,114,90,10,NA,7.944749538326247,covered,none,FACT
NW,NG021,Katsina,NG021019,Kankara,idp,idp_NG021019,13789,1995,6,pps,FALSE,FALSE,17,5,6,0.06,1.3,102,102,102,90,10,NA,9.05,covered,none,FACT
NW,NG021,Katsina,NG021020,Kankia,idp,idp_NG021020,6382,800,6,pps,FALSE,FALSE,16,6,6,0.06,1.3,96,96,108,90,10,NA,8.397242924573767,covered,none,IMC
NW,NG021,Katsina,NG021022,Kurfi,idp,idp_NG021022,5117,728,6,pps,FALSE,FALSE,16,6,6,0.06,1.3,96,96,96,90,10,NA,8.92,covered,none,Malteser
NW,NG021,Katsina,NG021023,Kusada,idp,idp_NG021023,1383,215,5,pps,FALSE,FALSE,13,5,6,0.06,1.3,78,78,78,90,10,NA,8.5,covered,none,FACT
NW,NG021,Katsina,NG021025,Malumfashi,idp,idp_NG021025,9280,1269,9,pps,FALSE,FALSE,16,9,6,0.06,1.3,96,96,126,90,10,NA,7.931350694092917,covered,none,FACT
NW,NG021,Katsina,NG021026,Mani,idp,idp_NG021026,2031,288,8,pps,FALSE,FALSE,14,6,6,0.06,1.3,84,84,84,90,10,NA,8.63,covered,none,FACT
NW,NG021,Katsina,NG021028,Matazu,idp,idp_NG021028,3081,418,5,pps,FALSE,FALSE,15,5,6,0.06,1.3,90,90,90,90,10,NA,8.77,covered,none,FACT
NW,NG021,Katsina,NG021029,Musawa,idp,idp_NG021029,7856,1053,10,pps,FALSE,FALSE,16,8,6,0.06,1.3,96,96,96,90,10,NA,9.13,covered,none,FACT
NW,NG021,Katsina,NG021030,Rimi,idp,idp_NG021030,2794,355,6,pps,FALSE,FALSE,14,6,6,0.06,1.3,84,84,84,90,10,NA,8.95,covered,none,FACT
NW,NG021,Katsina,NG021031,Sabuwa,idp,idp_NG021031,2177,305,3,pps,FALSE,FALSE,14,3,6,0.06,1.3,84,84,84,90,10,NA,8.72,covered,none,FACT
NW,NG021,Katsina,NG021032,Safana,idp,idp_NG021032,10804,1534,9,pps,FALSE,FALSE,16,8,6,0.06,1.3,96,96,114,90,10,NA,8.452586160221957,covered,none,FACT
NC,NG026,Nasarawa,NG026001,Akwanga,idp,idp_NG026001,722,122,8,pps,FALSE,FALSE,10,7,6,0.06,1.3,60,60,60,90,10,NA,8.67,covered,none,CARE
NC,NG026,Nasarawa,NG026002,Awe,idp,idp_NG026002,2342,461,8,pps,FALSE,FALSE,15,7,6,0.06,1.3,90,90,90,90,10,NA,8.88,covered,none,CARE
NC,NG026,Nasarawa,NG026005,Keana,idp,idp_NG026005,2857,609,3,pps,FALSE,FALSE,15,3,6,0.06,1.3,90,90,90,90,10,NA,9.13,covered,none,CARE
NC,NG026,Nasarawa,NG026007,Kokona,idp,idp_NG026007,592,112,5,pps,FALSE,FALSE,10,4,6,0.06,1.3,60,60,60,90,10,NA,8.29,covered,none,CARE
NC,NG026,Nasarawa,NG026008,Lafia,idp,idp_NG026008,3411,694,17,pps,FALSE,FALSE,16,13,6,0.06,1.3,96,96,96,90,10,NA,8.89,covered,none,CARE
NC,NG026,Nasarawa,NG026010,Nasarawa-Eggon,idp,idp_NG026010,1365,247,8,pps,FALSE,FALSE,13,4,6,0.06,1.3,78,78,78,90,10,NA,8.8,covered,none,CARE
NC,NG026,Nasarawa,NG026011,Obi,idp,idp_NG026011,1122,209,5,pps,FALSE,FALSE,13,4,6,0.06,1.3,78,78,78,90,10,NA,8.43,covered,none,CARE
NC,NG032,Plateau,NG032001,Barikin Ladi,idp,idp_NG032001,890,150,5,pps,FALSE,FALSE,11,4,6,0.06,1.3,66,66,66,90,10,NA,8.67,covered,none,CRS
NC,NG032,Plateau,NG032002,Bassa,idp,idp_NG032002,1555,305,4,pps,FALSE,FALSE,14,4,6,0.06,1.3,84,84,84,90,10,NA,8.72,covered,none,CRS
NC,NG032,Plateau,NG032003,Bokkos,idp,idp_NG032003,3041,557,3,pps,FALSE,FALSE,15,3,6,0.06,1.3,90,90,90,90,10,NA,9.06,covered,none,CRS
NC,NG032,Plateau,NG032011,Mangu,idp,idp_NG032011,11830,2343,13,pps,FALSE,FALSE,17,6,6,0.06,1.3,102,102,102,90,10,NA,9.08,covered,none,COOPI
NC,NG032,Plateau,NG032015,Riyom,idp,idp_NG032015,6440,1215,9,pps,FALSE,FALSE,16,6,6,0.06,1.3,96,96,96,90,10,NA,9.19,covered,none,COOPI
NW,NG034,Sokoto,NG034001,Binji,idp,idp_NG034001,619,161,2,pps,FALSE,FALSE,11,2,6,0.06,1.3,66,66,66,90,10,NA,8.89,covered,none,FACT
NW,NG034,Sokoto,NG034002,Bodinga,idp,idp_NG034002,1990,326,4,pps,FALSE,FALSE,14,4,6,0.06,1.3,84,84,84,90,10,NA,8.83,covered,none,ACF
NW,NG034,Sokoto,NG034003,Dange-Shuni,idp,idp_NG034003,4615,896,2,pps,FALSE,FALSE,16,2,6,0.06,1.3,96,96,96,90,10,NA,9.05,covered,none,FACT
NW,NG034,Sokoto,NG034010,Kebbe,idp,idp_NG034010,1039,185,2,pps,FALSE,FALSE,11,2,6,0.06,1.3,66,66,66,90,10,NA,9.28,covered,none,FACT
NW,NG034,Sokoto,NG034011,Kware,idp,idp_NG034011,4252,635,5,pps,FALSE,FALSE,15,5,6,0.06,1.3,90,90,90,90,10,NA,9.16,covered,none,FACT
NW,NG034,Sokoto,NG034012,Rabah,idp,idp_NG034012,8277,1648,6,pps,FALSE,FALSE,16,4,6,0.06,1.3,96,96,96,90,10,NA,9.29,covered,none,ACF
NW,NG034,Sokoto,NG034014,Shagari,idp,idp_NG034014,14742,2596,4,pps,FALSE,FALSE,17,3,6,0.06,1.3,102,102,102,90,10,NA,9.1,covered,none,CRS
NW,NG034,Sokoto,NG034015,Silame,idp,idp_NG034015,3386,686,6,pps,FALSE,FALSE,16,4,6,0.06,1.3,96,96,96,90,10,NA,8.88,covered,none,FACT
NW,NG034,Sokoto,NG034016,Sokoto North,idp,idp_NG034016,3369,807,3,pps,FALSE,FALSE,16,3,6,0.06,1.3,96,96,96,90,10,NA,8.99,covered,none,DRC
NW,NG034,Sokoto,NG034017,Sokoto South,idp,idp_NG034017,3674,644,3,pps,FALSE,FALSE,15,3,6,0.06,1.3,90,90,90,90,10,NA,9.17,covered,none,DRC
NW,NG034,Sokoto,NG034018,Tambuwal,idp,idp_NG034018,17143,2518,9,pps,FALSE,FALSE,17,8,6,0.06,1.3,102,102,102,90,10,NA,9.1,covered,none,ACF
NW,NG034,Sokoto,NG034020,Tureta,idp,idp_NG034020,7179,1055,4,pps,FALSE,FALSE,16,4,6,0.06,1.3,96,96,96,90,10,NA,9.13,covered,none,FACT
NW,NG034,Sokoto,NG034021,Wamako,idp,idp_NG034021,3743,625,5,pps,FALSE,FALSE,15,5,6,0.06,1.3,90,90,90,90,10,NA,9.15,covered,none,CRS
NW,NG034,Sokoto,NG034022,Wurno,idp,idp_NG034022,2128,332,3,pps,FALSE,FALSE,14,3,6,0.06,1.3,84,84,84,90,10,NA,8.86,covered,none,ZOA
NE,NG036,Yobe,NG036001,Bade,idp,idp_NG036001,25096,3846,8,pps,FALSE,FALSE,17,5,6,0.06,1.3,102,102,102,90,10,NA,9.16,covered,none,NRC
NE,NG036,Yobe,NG036002,Bursari,idp,idp_NG036002,5129,823,7,pps,FALSE,FALSE,16,7,6,0.06,1.3,96,96,96,90,10,NA,9,covered,none,FACT
NE,NG036,Yobe,NG036003,Damaturu,idp,idp_NG036003,22585,3891,17,pps,FALSE,FALSE,17,10,6,0.06,1.3,102,102,102,90,10,NA,9.16,covered,none,NRC
NE,NG036,Yobe,NG036004,Fika,idp,idp_NG036004,2932,472,6,pps,FALSE,FALSE,15,6,6,0.06,1.3,90,90,90,90,10,NA,8.9,covered,none,FACT
NE,NG036,Yobe,NG036005,Fune,idp,idp_NG036005,4674,745,12,pps,FALSE,FALSE,16,5,6,0.06,1.3,96,96,96,90,10,NA,8.94,covered,none,FACT
NE,NG036,Yobe,NG036006,Geidam,idp,idp_NG036006,14432,2221,6,pps,FALSE,FALSE,17,4,6,0.06,1.3,102,102,102,90,10,NA,9.07,covered,none,FACT
NE,NG036,Yobe,NG036007,Gujba,idp,idp_NG036007,48826,7046,13,pps,FALSE,FALSE,17,9,6,0.06,1.3,102,102,102,90,10,NA,9.22,covered,none,NRC
NE,NG036,Yobe,NG036008,Gulani,idp,idp_NG036008,2297,356,8,pps,FALSE,FALSE,14,8,6,0.06,1.3,84,84,84,90,10,NA,8.96,covered,none,FACT
NE,NG036,Yobe,NG036009,Jakusko,idp,idp_NG036009,2820,461,14,pps,FALSE,FALSE,15,12,6,0.06,1.3,90,90,90,90,10,NA,8.88,covered,none,FACT
NE,NG036,Yobe,NG036010,Karasuwa,idp,idp_NG036010,4670,842,8,pps,FALSE,FALSE,16,6,6,0.06,1.3,96,96,96,90,10,NA,9.01,covered,none,FACT
NE,NG036,Yobe,NG036011,Machina,idp,idp_NG036011,403,123,1,pps,FALSE,FALSE,10,1,6,0.06,1.3,60,60,60,90,10,NA,8.7,covered,none,FACT
